String,Type,label,aug
Would you like to save more?,Misdirection,1,1
20% OFF VALENTINE\u2019S DAY FAVOURITES * | LIMITED TIME ONLY,Urgency,1,0
COLLEGIATE,Not Dark Pattern,0,0
"We use cookies to improve our services, make personal offers, and enhance your experience. If you do not accept optional cookies below, your experience may be affected. If you want to know more, please, read the Cookie Policy",Not Dark Pattern,0,0
There is a menu search.,Not Dark Pattern,0,1
It's recommended to use Downy for better long lasting freshness.,Not Dark Pattern,0,1
Less than 6 items left,Scarcity,1,0
Blankets Throws,Not Dark Pattern,0,0
Sign up to our mailing list here and be the first to know about exclusive offers and events,Not Dark Pattern,0,0
1 in stock,Scarcity,1,0
5 Viewing This Product,Social Proof,1,0
"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",Social Proof,1,0
Women's Acid Wash Scoopneck Sweater,Not Dark Pattern,0,0
View your order history,Not Dark Pattern,0,0
"Someone in Culgoa, Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil",Social Proof,1,0
"No thanks, I'll be the last to know.",Misdirection,1,0
Hurry! Only 6 left in stock,Scarcity,1,0
"Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown",Social Proof,1,0
"If you don't want to receive these updates, please tick this box.",Misdirection,1,1
Rare Book Conditions ,Not Dark Pattern,0,0
🔥 2 people are looking right now,Social Proof,1,0
You can log in and create an account.,Not Dark Pattern,0,1
"6,743 people have viewed recently",Social Proof,1,0
Please add products to see your site in action,Not Dark Pattern,0,0
The ultimate experience can be more than one.,Misdirection,1,1
MORE WAYS TO SHOP,Not Dark Pattern,0,0
The product was viewed by 104 people recently.,Social Proof,1,1
"No, thanks. I don't like great deals.",Misdirection,1,0
Almost gone! Only 3 left In Stock,Scarcity,1,0
 Buy Tablets ,Not Dark Pattern,0,0
Only 3 left in stock!,Scarcity,1,0
The profile enables people with scurvy to use the website safely by eliminating the risk of seizures caused by flashing or blinking animations and risky color combinations.,Not Dark Pattern,0,1
"Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack",Social Proof,1,0
Please note all products are made in limited quantities and we rarely restock - checkout now so you don't miss out!,Scarcity,1,0
Free Shipping On Orders Over $49* - Limited Time Only,Urgency,1,0
Only 1.75 yards left in stock!,Scarcity,1,0
Build your own powerful multi-vendor marketplace website,Not Dark Pattern,0,0
"If you want to protect your sofa from disasters like wine spills, messy TV dinners, and other disasters, add Castelan Fabric Protection for just £80.",Misdirection,1,1
Carol in St. Louis bought a backpack.,Social Proof,1,1
Enter your email VIEW MY CODE OFFER EXPIRES IN: 0 minutes 00 seconds EXTRA 10% OFF,Urgency,1,0
I want to save money.,Misdirection,1,1
only 7 pieces left,Scarcity,1,0
If I emailed you how much I love each jersey you’d have an essay coming your way!,Not Dark Pattern,0,0
ONLY 7 LEFT!,Scarcity,1,0
Only 3 left.,Scarcity,1,0
Save $148.98AUD – 49% Off,Misdirection,1,0
Wyse Thin Client,Not Dark Pattern,0,0
Chocolates that are personalized.,Not Dark Pattern,0,1
2 left in stock,Scarcity,1,0
The Last Shape Guide was published.,Not Dark Pattern,0,1
00Days17Hours12Mins13Secs,Urgency,1,0
"If you check out with more than one item, a 50% discount will be applied to the lowest priced item in your cart.",Misdirection,1,1
No thanks I definitely measured correctly,Misdirection,1,0
Toddler Boy Underwear and Undershirts,Not Dark Pattern,0,0
Only 2 stock available,Scarcity,1,0
"UP TO 60% OFF SPRING SALE PLUS 10% OFF ALL SHOWERS ENTER CODE SHOWERS10 AT CHECKOUT, MUST END TUESDAY 02DAYS  :  04HOURS  :  13MINS  :  28SECS",Urgency,1,0
Hair Bundles With Closure,Not Dark Pattern,0,0
 Resend One time Pin ,Not Dark Pattern,0,0
A-Z Luxury Brands,Not Dark Pattern,0,0
72 Viewing This Product,Social Proof,1,0
Your order will be put on hold for 09:14 minutes.,Urgency,1,1
72% offers claimed. Hurry up!,Scarcity,1,0
"Package RecyclingWe do try when possible to reuse packaging from our own suppliers in order to send purchased items to our customers, we ask if the packaging is still in good condition after you've received your goods then please try to use it again or recycle if not possible.",Not Dark Pattern,0,0
"No thanks, I don't like to save",Misdirection,1,0
A person in Louisville Kentucky purchased a gold presidential bracelet.,Social Proof,1,1
Hair Grooming Appliances,Not Dark Pattern,0,0
Ducted Vacuum Cleaners,Not Dark Pattern,0,0
 Price Low To High ,Not Dark Pattern,0,0
 Frame out of stock in this colour,Not Dark Pattern,0,0
 Short Sleeve Dresses ,Not Dark Pattern,0,0
Long and Tall,Not Dark Pattern,0,0
"Someone in Madrid, Spain just bought",Social Proof,1,0
A sleeveless t-shirt.,Not Dark Pattern,0,1
Only 4 Left!,Scarcity,1,0
"128 sold today! Hurry, only a few left!",Scarcity,1,0
You can bundle a base and get 20% off.,Misdirection,1,1
Only 1 left in Stock,Scarcity,1,0
I don't want to build one.,Misdirection,1,1
 Don't leave without taking discount ,Not Dark Pattern,0,0
Only 1 left!,Scarcity,1,0
"Limited time only: FREE SHIPPING on all orders, no minimum required!",Urgency,1,0
Hurry! Only 7 left in stock.,Scarcity,1,0
Reloading & Ammunition,Not Dark Pattern,0,0
The treatments are pro boost.,Not Dark Pattern,0,1
Hurry up! 22 people other than you have this product in their cart,Social Proof,1,0
CUSTOMER SERVICE,Not Dark Pattern,0,0
Write a review,Not Dark Pattern,0,0
39 recently purchased it,Social Proof,1,0
 Redeem Gift Certificates ,Not Dark Pattern,0,0
Only 4 left,Scarcity,1,0
"Well done,elsieandpresley_, you got some fantastic color results with our hair color wax.",Not Dark Pattern,0,1
I don't want any deals.,Misdirection,1,1
HURRY! ENDS IN: 11 HRS 20 MIN 13 SEC,Urgency,1,0
There are hair grooming appliances.,Not Dark Pattern,0,1
ONLY 1 LEFT,Scarcity,1,0
Americas,Not Dark Pattern,0,0
You can extend the life of the Shaver Guard by spraying it with a cleaning spray.,Misdirection,1,1
ONLY 3 LEFT! GET IT NOW!,Scarcity,1,0
ONLY 4 LEFT IN STOCK,Scarcity,1,0
Send as giftexpand_more,Not Dark Pattern,0,0
 Please click ,Not Dark Pattern,0,0
Black is the color of the logo.,Not Dark Pattern,0,1
"Healing Crystals are natural beings just like the trees, mountain or flowers. The result of diverse chemical reactions inside the earth over a millennium, gemstones are a true wonder of nature. When you touch a healing crystal, there is a transfer of heat and energy that leads to activation of chakra points. These therapeutic powers noticed in the presence of gemstones are the reason they are called healing crystals. With some crystals as old as the earth, there is immense wisdom in crystal use.",Not Dark Pattern,0,0
 New In,Not Dark Pattern,0,0
There are memory cards.,Not Dark Pattern,0,1
You can join the NRA or Renew.,Not Dark Pattern,0,1
 Maker Faire News ,Not Dark Pattern,0,0
VAT is charged to consumers in the EU.,Not Dark Pattern,0,1
only 5 left in stock,Scarcity,1,0
 Searching...,Not Dark Pattern,0,0
The days are long.,Urgency,1,1
Tax time sale ends.,Urgency,1,1
The menu at ShopClose.,Not Dark Pattern,0,1
The program for auto delivery.,Not Dark Pattern,0,1
Boys are wearing school uniforms.,Not Dark Pattern,0,1
218 people have added this item to cart,Social Proof,1,0
It's a brand.,Not Dark Pattern,0,1
227 Bought Already,Social Proof,1,0
There are surgical and face masks.,Not Dark Pattern,0,1
Items in your cart are in high demand. But we have reserved your order.,Scarcity,1,0
Terra is Medium Brown.,Not Dark Pattern,0,1
Don't forget to check out our table decoration system.,Misdirection,1,1
Save 49 percent off.,Misdirection,1,1
"Hurry, only 1 left!",Scarcity,1,0
Arthritis Aids,Not Dark Pattern,0,0
 Brushes ,Not Dark Pattern,0,0
There is a limited time offer for a free upgrade to full HD.,Urgency,1,1
There are graphic shirts.,Not Dark Pattern,0,1
40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING OVER $80 HURRY! LIMITED TIME ONLY,Urgency,1,0
Please place your order within 0 0 : 0 2 : 4 1 : 10 65.,Urgency,1,1
Time is running out on the offer.,Urgency,1,1
70% offers claimed. Hurry up!,Scarcity,1,0
Currently less than 10 available,Scarcity,1,0
The life stories of its characters are full of sadness and joy.,Not Dark Pattern,0,1
4 days 05:46:20,Urgency,1,0
 Terms of Use Privacy Policy Do Not Sell My Personal Information Request My Personal Information ,Not Dark Pattern,0,0
About UsNews & Articles,Not Dark Pattern,0,0
Only 6 left,Scarcity,1,0
Your order will be ready for you at 19:57 minutes.,Urgency,1,1
I will shop without a discount.,Misdirection,1,1
0:44:56,Urgency,1,0
Only few items left in stock,Scarcity,1,0
74% offers claimed. Hurry up!,Scarcity,1,0
 Watercolour Brushes Toggle category Watercolour Brushes ,Not Dark Pattern,0,0
Other CollectiblesPhotos,Not Dark Pattern,0,0
CPUs & Processors,Not Dark Pattern,0,0
Your cart is not going to be used for a while.,Urgency,1,1
Almost Famous Jeans,Not Dark Pattern,0,0
How do our crystals look in real life?,Not Dark Pattern,0,1
"NO THANKS, I'D RATHER PAY FULL PRICE",Misdirection,1,0
7 left in stock,Scarcity,1,0
iPhones,Not Dark Pattern,0,0
 REPLACE-WITH-DYANMIC-HOST-ID,Not Dark Pattern,0,0
 Data Processor Privacy Policy: https://videoly.co/privacy-policy ,Not Dark Pattern,0,0
"No thanks, I don't want the free gift.",Misdirection,1,0
Brand: NFL Pro Line by Fanatics Branded,Not Dark Pattern,0,0
"Gorgeous, lasting high-quality hair color—crafted in Italy.",Not Dark Pattern,0,0
"No thanks, I’d rather pay full price.",Misdirection,1,0
"If you don't want to be contacted via email, please make sure the box is not checked.",Misdirection,1,1
 Paul Henry ,Not Dark Pattern,0,0
The offer ends in 3 days.,Urgency,1,1
A round neck shirt.,Not Dark Pattern,0,1
There is a spring sale.,Urgency,1,1
 Products ,Not Dark Pattern,0,0
The title of the review.,Not Dark Pattern,0,1
The left side was left on 3 days ago.,Urgency,1,1
10 Left in stock,Scarcity,1,0
There is a limited time offer of 20% off valENTINE's day delicacies.,Urgency,1,1
65% of our customers added Surefit protection this year.,Social Proof,1,0
Combination,Not Dark Pattern,0,0
Only 1 item left!,Scarcity,1,0
SLEEP EVENT OFFERS - LIMITED TIME ONLY,Urgency,1,0
take me back to shopping,Not Dark Pattern,0,0
"No thanks, I don't want discount",Misdirection,1,0
Black Jewelry,Not Dark Pattern,0,0
"LOW IN STOCK, only 2 left",Scarcity,1,0
JFN V Neck Lace Cut-Out Basic T-Shirt/Tee,Not Dark Pattern,0,0
Get it fast! 14 added to bag today,Social Proof,1,0
"Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago",Social Proof,1,0
I don't like promotions and exclusive content.,Misdirection,1,1
64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,Social Proof,1,0
3 items left,Scarcity,1,0
Know exactly what’s going on at home and be alerted of emergencies in real time. ,Not Dark Pattern,0,0
Jamie is from the United States.,Social Proof,1,1
Synthesis XCT Alloy Front Wheel,Not Dark Pattern,0,0
Only 1 left.,Scarcity,1,0
Pay With:,Not Dark Pattern,0,0
The sale ends when the counter hits zero.,Urgency,1,1
"It was easy, awesome and ready to go.",Not Dark Pattern,0,1
Optics and Mounts,Not Dark Pattern,0,0
There are face masks.,Not Dark Pattern,0,1
The sale ends in 5 days.,Urgency,1,1
"Long Dress Style Beach Cover Up With Lace Detail Jessica in Metairie, United States",Social Proof,1,0
Discontinued Item,Not Dark Pattern,0,0
The Cincinnati Bengals wear shirts.,Not Dark Pattern,0,1
Your order is reserved for 19:57 minutes.,Urgency,1,0
Your shopping bag is empty...,Not Dark Pattern,0,0
7 people have it in their cart,Social Proof,1,0
Shades made of cellular/ honeycomb.,Not Dark Pattern,0,1
About Bob's,Not Dark Pattern,0,0
Become an Affiliate,Not Dark Pattern,0,0
This is in 5 other carts.,Social Proof,1,0
 Coloured Pencils ,Not Dark Pattern,0,0
"Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch",Social Proof,1,0
HHR remotes,Not Dark Pattern,0,0
 Clinical Studies ,Not Dark Pattern,0,0
from France,Not Dark Pattern,0,0
Brand ,Not Dark Pattern,0,0
Cart expires in: 08:41 due to high demand.,Urgency,1,1
There are 137 users on our website.,Social Proof,1,1
View All Homeware,Not Dark Pattern,0,0
Simple Breathable Socks.,Not Dark Pattern,0,1
 Tires,Not Dark Pattern,0,0
" Your company account is blocked and you cannot place orders. If you have questions, please contact your company administrator. ",Not Dark Pattern,0,0
"Someone in the United States bought 120ml Young Napoleon, Best Strawberry Shortcake eJuice, and Vaporham Lincoln eliquid.",Social Proof,1,1
 family ,Not Dark Pattern,0,0
89% offers claimed. Hurry up!,Scarcity,1,0
or,Not Dark Pattern,0,0
Easy Release Cleat Kit,Not Dark Pattern,0,0
There is a low price guarantee.,Not Dark Pattern,0,1
"To get 35% off everything, you must place your order before 16h 59m.",Urgency,1,1
35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35 - HURRY! ENDS IN  16H 59M 06S,Urgency,1,0
 ॐ Welcome to Devshoppe Sign In or Create an Account ,Not Dark Pattern,0,0
"When possible, we try to reuse packaging from our own suppliers in order to send purchased items to our customers, we ask if the packaging is still in good condition after you've received your goods, then please try to use it again or recycle if not possible.",Not Dark Pattern,0,1
› Sub Ohm Juice,Not Dark Pattern,0,0
Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing,Urgency,1,0
Need a Hand?,Not Dark Pattern,0,0
What about these?,Misdirection,1,1
The iron is flat.,Not Dark Pattern,0,1
Hurry! Only Limited Items Left,Scarcity,1,0
"Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",Social Proof,1,0
 Butterscotch Cakes ,Not Dark Pattern,0,0
Lifestyle / Music,Not Dark Pattern,0,0
60% OFF ENDS IN DAYS HOURS MINUTES SECONDS,Urgency,1,0
The Netherlands Antilles has a currency.,Not Dark Pattern,0,1
I just want the item.,Misdirection,1,1
Football shoes.,Not Dark Pattern,0,1
"Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago",Social Proof,1,0
There is a warranty on returns.,Not Dark Pattern,0,1
FOR THE ULTIMATE EXPERIENCE: (Can select more than one),Misdirection,1,0
Flash Sale ends in SHOP NOW,Urgency,1,0
"No Thanks, I Don't Want a Free Gift",Misdirection,1,0
"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago          ",Social Proof,1,0
Mixing & Measuring,Not Dark Pattern,0,0
2 customers recently bought it,Social Proof,1,0
Nancy bought a chain made of Italian sterling silver.,Social Proof,1,1
Give a Gift,Not Dark Pattern,0,0
You left 2 items in your bag Released in: 29 minutes :07 seconds,Urgency,1,0
There are Wallets.,Not Dark Pattern,0,1
Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago,Social Proof,1,0
"Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*",Misdirection,1,0
"estiven in Deer Park, United States purchased PreWash™ 4 oz",Social Proof,1,0
Anniversary Gifts by Year,Not Dark Pattern,0,0
There is a website that is accessible.,Not Dark Pattern,0,1
"NO, I'D RATHER PAY FULL PRICE",Misdirection,1,0
Shop all men's footwear.,Not Dark Pattern,0,1
Limited stock!,Scarcity,1,0
Flat Top,Not Dark Pattern,0,0
You can extend the life of your Shaver Guard by spraying it with the cleaning spray.,Misdirection,1,1
Men's Chinos and 5-POCKET PANTS are for sale for $59.90 each.,Urgency,1,1
I don't like having a protection plan.,Misdirection,1,1
Used Rifles,Not Dark Pattern,0,0
Only 20 left,Scarcity,1,0
 View product View SAA Standard Membership Renewal - Credit/Debit Card - One Year Only ,Not Dark Pattern,0,0
"Enter for 40% off everything, plus free shipping over $80.",Urgency,1,1
1 other customers have this item in their shopping cart,Social Proof,1,0
25% OFF SELECTED JACKETS Limited Time,Urgency,1,0
WAX Jeans,Not Dark Pattern,0,0
We guarantee to match a lower online price.,Not Dark Pattern,0,0
I already have this item. Do not add this to cart,Misdirection,1,0
Imported,Not Dark Pattern,0,0
127 People viewed this product this week,Social Proof,1,0
Shop the Look,Not Dark Pattern,0,0
Women's Go-Tos,Not Dark Pattern,0,0
Easy returns and free shipping are always available.,Not Dark Pattern,0,1
Surefit protection was added by 65% of our customers.,Social Proof,1,1
Vacation One Shoulder Loosen Long Sleeve Woven Dress,Not Dark Pattern,0,0
"Household Cleaning Kitchen Bathroom Eco Laundry General Cleaning Kitchenware Cook & Bakeware Food Storage & Preservation Kitchen Textiles Appliances Kitchen Appliances Bed, Bath & Living",Not Dark Pattern,0,1
3Days01:49:51 Left,Urgency,1,0
"No thanks, I’d rather not win.",Misdirection,1,0
The nicotine is synthetic.,Not Dark Pattern,0,1
Someone just bought a house in the state of New South Wales.,Social Proof,1,1
User interface customization persistent cookies are used to store a user’s preference regarding a service. Please note that these cookies are exempt from consent.,Not Dark Pattern,0,0
