String,Type,label,predicate
ONLY 2 LEFT,Scarcity,1,Low-stock Messages
Bob's For Business,Not Dark Pattern,0,None
 Latest looks from Myleene Klass Shop now ,Not Dark Pattern,0,None
"NO THANKS, I DON'T WANT 20% OFF MY ORDER",Misdirection,1,Confirmshaming
"no thanks, I like paying full price",Misdirection,1,Confirmshaming
1 person is looking at this item.,Social Proof,1,Activity Notifications
 Crystal Beads ,Not Dark Pattern,0,None
Only one left in stock - order soon!,Scarcity,1,Low-stock Messages
5 LEFT,Scarcity,1,Low-stock Messages
Only 3 available,Scarcity,1,Low-stock Messages
Intercoms & Doorbells,Not Dark Pattern,0,None
Only 3 left in stock.,Scarcity,1,Low-stock Messages
Grocery & Liquor,Not Dark Pattern,0,None
No thanks. I'd rather pay full price.,Misdirection,1,Confirmshaming
Only 1 left!,Scarcity,1,Low-stock Messages
Carports & Garages,Not Dark Pattern,0,None
30 people have purchased this item,Social Proof,1,Activity Notifications
85 have it in their cart,Social Proof,1,Activity Notifications
137 users are currently active on our website,Social Proof,1,Activity Notifications
Only 2 stock available,Scarcity,1,Low-stock Messages
"NA-KD, White",Not Dark Pattern,0,None
(Only 5 Left),Scarcity,1,Low-stock Messages
all in 15hrs 1min 56sec!,Urgency,1,Countdown Timers
"Free Upgrade, Limited Time!\n*DISH Install Not Available*",Urgency,1,Limited-time Messages
Limited-time Offer: Bundle a base and get 20% off,Misdirection,1,Pressured Selling
 Jumpers + Sweaters ,Not Dark Pattern,0,None
Hurry! Only 6 left in stock!,Scarcity,1,Low-stock Messages
"2,229 people have viewed this item",Social Proof,1,Activity Notifications
Only one item left in stock!,Scarcity,1,Low-stock Messages
"NO THANKS, I DON’T WANT 15% OFF",Misdirection,1,Confirmshaming
POPULAR 64 others checked this out in the last few hours.,Social Proof,1,Activity Notifications
"Sponges, Mitts & Bath Brushes",Not Dark Pattern,0,None
Limited Time Offer Limited Offer! 15% off on Naomi Home with Coupon 9N03. You pay $63.74,Urgency,1,Limited-time Messages
"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",Misdirection,1,Trick Questions
"No, I don't feel lucky",Misdirection,1,Confirmshaming
Compare at,Misdirection,1,Trick Questions
 Ireland EUR,Not Dark Pattern,0,None
"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",Social Proof,1,Activity Notifications
"Now 20% off, hurry limited time offer!",Urgency,1,Limited-time Messages
 Short,Not Dark Pattern,0,None
"Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.",Social Proof,1,Activity Notifications
 JOINT Oil ,Not Dark Pattern,0,None
Only few items left in stock,Scarcity,1,Low-stock Messages
Cracked Nipples,Not Dark Pattern,0,None
Limited Time: $10 Off! Discount Reflected In Price!,Urgency,1,Limited-time Messages
Gear Up,Not Dark Pattern,0,None
167 piece(s) left for this promo,Scarcity,1,Low-stock Messages
6 customers have this in their basket,Social Proof,1,Activity Notifications
 Send Us Your Jersey ,Not Dark Pattern,0,None
"No thanks, I’d rather pay more",Misdirection,1,Confirmshaming
"To add to Wishlist, please register or sign in.",Not Dark Pattern,0,None
Toddler Girl Jumpsuits and Rompers,Not Dark Pattern,0,None
Add to Your Gift and We'll Ship it For Free.,Misdirection,1,Pressured Selling
no! YOUR 10% OFF EXPIRES IN 29:43,Urgency,1,Countdown Timers
0011Days:0088Hours:4411Minutes:21125445Seconds,Urgency,1,Countdown Timers
"BERNARD in Philadelphia, United States purchased a",Social Proof,1,Activity Notifications
 Subscribe ,Not Dark Pattern,0,None
Lace Front African American Wigs,Not Dark Pattern,0,None
 Coffee ,Not Dark Pattern,0,None
RECENTLY VIEWED 2 others viewed this in the last few hours,Social Proof,1,Activity Notifications
LIMITED QUANTITY,Scarcity,1,Low-stock Messages
40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING OVER $80 HURRY! LIMITED TIME ONLY,Urgency,1,Limited-time Messages
210+ bought,Social Proof,1,Activity Notifications
A customer service specialist will contact you soon.,Not Dark Pattern,0,None
 Excellent service all round ,Not Dark Pattern,0,None
"no thanks, I'll save money another day",Misdirection,1,Confirmshaming
Only 3 left!,Scarcity,1,Low-stock Messages
"Get inspiration, new arrivals and the latest offers to your inbox.",Not Dark Pattern,0,None
Prices subject to change without notice. Products shown may not be available in our stores.,Not Dark Pattern,0,None
Would you like to buy more and save more?,Misdirection,1,Pressured Selling
 ★ ★ ★ ★ ★ ,Not Dark Pattern,0,None
50% OFF for Limited Time Only!!!,Urgency,1,Limited-time Messages
No thanks. I don’t want to save money.,Misdirection,1,Confirmshaming
 You can change your preference here Shop for Select an age ,Not Dark Pattern,0,None
Hype. Home,Not Dark Pattern,0,None
Competitor Price: $172.00,Misdirection,1,Pressured Selling
"BERNARD in Philadelphia, United States purchased a",Social Proof,1,Activity Notifications
Limited quantity remaining,Scarcity,1,Low-stock Messages
 Brushes + Tools ,Not Dark Pattern,0,None
Only 3 pieces in stock!,Scarcity,1,Low-stock Messages
00DAYS00HOURS47MINUTES36SECONDS SALE ENDS ONCE COUNTER HITS ZERO,Urgency,1,Countdown Timers
1 Left,Scarcity,1,Low-stock Messages
"Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash",Social Proof,1,Activity Notifications
 Accessories Collection ,Not Dark Pattern,0,None
Trending Style! Sold 4 times today,Social Proof,1,Activity Notifications
Complete your purchase within the next 12:18 minutes and receive 10% off,Urgency,1,Countdown Timers
72% offers claimed. Hurry up!,Scarcity,1,High-demand Messages
"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",Social Proof,1,Activity Notifications
02:06:40 left to buy,Urgency,1,Countdown Timers
"No, I don't feel lucky.",Misdirection,1,Confirmshaming
Hurry! Only 1 left in size M!!,Scarcity,1,Low-stock Messages
Traditional Snacks,Not Dark Pattern,0,None
Selling fast!,Scarcity,1,High-demand Messages
"Only 2 left, order soon",Scarcity,1,Low-stock Messages
Activate within 0:30:00,Urgency,1,Countdown Timers
Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES,Social Proof,1,Activity Notifications
 Select shake flavor: ,Not Dark Pattern,0,None
 Bar Stools,Not Dark Pattern,0,None
Delivery & Offers Terms,Not Dark Pattern,0,None
 Love the way you pay ,Not Dark Pattern,0,None
"THE COMPETITION $1,299.99",Misdirection,1,Pressured Selling
Only 4 left in stock,Scarcity,1,Low-stock Messages
food Only - Up to 30% OFF Freshwater Plants! SHOP NOW >,Urgency,1,Limited-time Messages
Choose Type of Cookies You Accept Using,Not Dark Pattern,0,None
"No Thanks, I'd rather pay full price",Misdirection,1,Confirmshaming
Allow All,Not Dark Pattern,0,None
Only 1 left,Scarcity,1,Low-stock Messages
Flash Sale - Almost Over! 00 HOURS : 55 1001 MINUTES : 0550 8778 SECONDS,Urgency,1,Countdown Timers
Just BEE Queen,Not Dark Pattern,0,None
Your Cart Will Expire In 09:58 minutes!Please note that these items may not be available again if you release them.,Urgency,1,Countdown Timers
Over 38 bought,Social Proof,1,Activity Notifications
 Heart Shaped Cake ,Not Dark Pattern,0,None
Spring Sale Extended,Urgency,1,Limited-time Messages
Baby Bathtubs,Not Dark Pattern,0,None
Currently 8 left in stock.,Scarcity,1,Low-stock Messages
Every Purchase Helps Your NRA:,Not Dark Pattern,0,None
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds,Urgency,1,Countdown Timers
 Alchemy Books ,Not Dark Pattern,0,None
No thanks! I don't like deals,Misdirection,1,Confirmshaming
Only 1 left!,Scarcity,1,Low-stock Messages
"No Thanks, I like paying full price.",Misdirection,1,Confirmshaming
Switchers,Not Dark Pattern,0,None
Uncheck the box if you prefer not to receive email updates.,Misdirection,1,Trick Questions
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!,Urgency,1,Countdown Timers
FRAMON #2 Code Machine Offer - Limited time offer!,Urgency,1,Limited-time Messages
"Jonathan in Syracuse, United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago",Social Proof,1,Activity Notifications
Subscribe & Save (15%): $ 16.99,Misdirection,1,Pressured Selling
I'LL PAY FULL PRICE,Misdirection,1,Confirmshaming
Choose which store you would like to visit,Not Dark Pattern,0,None
LIMITED TIME OFFER : Grab a Matching Pair & save up 60%!,Misdirection,1,Pressured Selling
"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",Misdirection,1,Trick Questions
Cart will expire in 04:53 minutes!,Urgency,1,Countdown Timers
Accent Chairs,Not Dark Pattern,0,None
"Flash Sale Alert! You can now buy Utorch Corridor Porch Aisle Lights from Gearbest.com for only $7.99 (47% off). Hurry up, limited time offer!",Urgency,1,Limited-time Messages
Awntech New Yorker Window/Entry Slope Awnin ...,Not Dark Pattern,0,None
Your one-time offer! Enjoy 10% off sitewide. Applied at checkout Offer ends in: 04 hrs 37 min 56 sec,Urgency,1,Countdown Timers
3 left in stock,Scarcity,1,Low-stock Messages
 Netherlands Antilles USD,Not Dark Pattern,0,None
(Only 1 left!),Scarcity,1,Low-stock Messages
Hurry up! 22 people other than you have this product in their cart,Social Proof,1,Activity Notifications
Retro Cordless Edison Bulb Lamp,Not Dark Pattern,0,None
Your order is reserved for 09:57 minutes!,Urgency,1,Countdown Timers
Only 1 left in stock,Scarcity,1,Low-stock Messages
 Disposable Washcloths ,Not Dark Pattern,0,None
 V&A Collection People Tree’s collaboration with the Victoria and Albert Museum offers a stylish and contemporary capsule collection which celebrates the beauty and variety of pattern which the London museum is renowned for. ,Not Dark Pattern,0,None
3Days01:49:51 Left,Urgency,1,Countdown Timers
Only 1 Left!,Scarcity,1,Low-stock Messages
selected language日本語currencyJPY,Not Dark Pattern,0,None
"Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash",Social Proof,1,Activity Notifications
00DAYS02HRS14MINS1211SEC,Urgency,1,Countdown Timers
Bought by 39 people in last few hours! HOT SELLER!,Social Proof,1,Activity Notifications
8 people have this in their bag right now.,Social Proof,1,Activity Notifications
"No thanks, I'd rather pay full price.",Misdirection,1,Confirmshaming
"50% OFF Everything (yep, even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s",Urgency,1,Countdown Timers
"No, I'd rather pay full price.",Misdirection,1,Confirmshaming
Plant-based Protein,Not Dark Pattern,0,None
Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!,Misdirection,1,Pressured Selling
Whoops! ,Not Dark Pattern,0,None
Powered by,Not Dark Pattern,0,None
"Fancy some creative inspiration, news and offers? Sign up for SAA enewsletters today.",Not Dark Pattern,0,None
"Trey in Columbia, United States purchased Leather Cord Capsule",Social Proof,1,Activity Notifications
EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec,Urgency,1,Countdown Timers
HURRY UP > 09H 42M 39S,Urgency,1,Countdown Timers
Deal expires in: 03 hrs 25 mins 22 sec,Urgency,1,Countdown Timers
"NO THANKS, I DON'T LIKE FREE STUFF",Misdirection,1,Confirmshaming
 All Brands A-Z ,Not Dark Pattern,0,None
Your order is reserved for 09:56 minutes!,Urgency,1,Countdown Timers
"No USB or Y-Adapter!? Our USB Sound Card is highly recommended for PC (Mac/Linux/Windows) and works with current gen consoles. The Y adapter is recommended for console gaming, phone, or other TRRS jacks.",Misdirection,1,Pressured Selling
143 BOUGHT,Social Proof,1,Activity Notifications
"No thanks, I'd rather pay full price.",Misdirection,1,Confirmshaming
"Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*",Misdirection,1,Pressured Selling
Crop Tops,Not Dark Pattern,0,None
"Michael M. from Lacey, WA just bought a Cal King",Social Proof,1,Activity Notifications
"Crystal Li in Flushing, United States purchased a",Social Proof,1,Activity Notifications
Limited Time Offer!,Urgency,1,Limited-time Messages
"Book picture is for illustrative purposes only, actual binding, cover or edition may vary.",Not Dark Pattern,0,None
"Someone in Ampang, Malaysia just bought",Social Proof,1,Activity Notifications
 Safe & Secure Checkout ,Not Dark Pattern,0,None
LIVE REMAINING STOCK,Scarcity,1,Low-stock Messages
Less than 10 left in stock,Scarcity,1,Low-stock Messages
Only 3 left,Scarcity,1,Low-stock Messages
"Find your local store, view opening hours and find out where you can get your latest pickup in-store!",Not Dark Pattern,0,None
3 people bought this item last week.,Social Proof,1,Activity Notifications
CareersAbout UsAffiliatesPrivacy SettingsAdvertise with usHelpSite map,Not Dark Pattern,0,None
OFFER ENDS: 09h: 09m: 55s: 0 ,Urgency,1,Countdown Timers
"No thanks, I hate saving money",Misdirection,1,Confirmshaming
111 people have purchased this item,Social Proof,1,Activity Notifications
ONLY 2 LEFT,Scarcity,1,Low-stock Messages
Only 6 left,Scarcity,1,Low-stock Messages
"Kamal in Lathrop, United States purchased a Father Sons Super Slim Stretch Feather Print Long Sleeve - FS429 4 hours ago",Social Proof,1,Activity Notifications
2 people are looking at this listing now,Social Proof,1,Activity Notifications
"Someone from Portland, United States (US) purchased MODALERT recently.",Social Proof,1,Activity Notifications
style to command,Not Dark Pattern,0,None
 LOGO BLACK ,Not Dark Pattern,0,None
How about these?,Misdirection,1,Trick Questions
"When you visit any website, it may store or retrieve information on your browser, mostly in the form of cookies. This information might be about you, your preferences or your device and is mostly used to make the site work as you expect it to. The information does not usually directly identify you, but it can give you a more personalized web experience. Because we respect your right to privacy, you can choose not to allow some types of cookies. Click on the different category headings to find out more and change our default settings. However, blocking some types of cookies may impact your experience of the site and the services we are able to offer. ",Not Dark Pattern,0,None
"19,302 people have added this item to cart",Social Proof,1,Activity Notifications
Only 3 left!,Scarcity,1,Low-stock Messages
Your order is reserved for 09:35 minutes!,Urgency,1,Countdown Timers
"NO THANKS, I DON'T LIKE FREE STUFF",Misdirection,1,Confirmshaming
Download mobile app,Not Dark Pattern,0,None
"Hurry, only 6 left in stock!",Scarcity,1,Low-stock Messages
41 people have looked at this in the last couple of hours,Social Proof,1,Activity Notifications
LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 EACH SHOP NOW,Urgency,1,Limited-time Messages
No thanks. I prefer paying full price.,Misdirection,1,Confirmshaming
Shop all interactive whiteboards,Not Dark Pattern,0,None
Add to Wish List(13 People Have Added),Social Proof,1,Activity Notifications
Only 2 Left In Stock,Scarcity,1,Low-stock Messages
Anniversary Gifts ,Not Dark Pattern,0,None
Only 1 items left,Scarcity,1,Low-stock Messages
SAVE TODAY: Save 20% on lighting by Le Klint. Limited time only.,Urgency,1,Limited-time Messages
Your order is reserved for 09:57 minutes.,Urgency,1,Countdown Timers
live! ENDS IN: 11 HRS 20 MIN 13 SEC,Urgency,1,Countdown Timers
