Type,predicate,String,norm_text,cluster_id,canonical_example,canonical_norm
Social Proof,Activity Notifications,Someone from Airdrie & 10820 others bought this item recently.,someone from airdrie <num> others bought this item recent,93,Someone from Airdrie & 10820 others bought this item recently.,someone from airdrie <num> others bought this item recent
Misdirection,Confirmshaming,"NO THANKS, I'D RATHER PAY FULL PRICE",no thanks i d rather pay full price,261,"No thanks, I'd rather pay full price.",no thanks i d rather pay full price
Misdirection,Confirmshaming,"No, I don't feel lucky",no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Social Proof,Activity Notifications,"Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box",monira in doha qatar purchase a lilyvanity velvet box,25,"Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box",monira in doha qatar purchase a lilyvanity velvet box
Misdirection,Confirmshaming,"NO THANKS, I DON'T WANT 20% OFF MY ORDER",no thanks i don t want <num> off my order,334,"NO THANKS, I DON'T WANT 20% OFF MY ORDER",no thanks i don t want <num> off my order
Misdirection,Confirmshaming,"no thanks, I like paying full price",no thanks i like paying full price,268,"No thanks, I like paying full price",no thanks i like paying full price
Social Proof,Activity Notifications,1 person is looking at this item.,<num> person is looking at this item,127,1 person is looking at this item.,<num> person is looking at this item
Misdirection,Confirmshaming,No thanks. I'd rather pay full price.,no thanks i d rather pay full price,261,"No thanks, I'd rather pay full price.",no thanks i d rather pay full price
Social Proof,Activity Notifications,30 people have purchased this item,<num> person have purchase this item,0,"2,221 people have purchased this item",<num> person have purchase this item
Social Proof,Activity Notifications,85 have it in their cart,<num> have it in their cart,14,31 have it in their cart,<num> have it in their cart
Social Proof,Activity Notifications,137 users are currently active on our website,<num> users are currently active on our website,8,40 users are currently active on our website just now.,<num> users are currently active on our website just now
Misdirection,Pressured Selling,Limited-time Offer: Bundle a base and get 20% off,limited-time offer bundle a base and get <num> off,377,Limited-time Offer: Bundle a base and get 20% off,limited-time offer bundle a base and get <num> off
Social Proof,Activity Notifications,"2,229 people have viewed this item",<num> person have view this item,2,161 people have viewed this item,<num> person have view this item
Misdirection,Confirmshaming,"NO THANKS, I DON’T WANT 15% OFF",no thanks i don t want <num> off,269,"NO THANKS, I DON’T WANT 15% OFF",no thanks i don t want <num> off
Social Proof,Activity Notifications,POPULAR 64 others checked this out in the last few hours.,popular <num> others checked this out in the last few hours,12,POPULAR 64 others checked this out in the last few hours.,popular <num> others checked this out in the last few hours
Misdirection,Trick Questions,"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",we d like to keep you informed via email about product updates upgrades special offers and pricing if you do not wish to be contacted via email please ensure that the box is not checked,414,"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",we d like to keep you informed via email about product updates upgrades special offers and pricing if you do not wish to be contacted via email please ensure that the box is not checked
Misdirection,Confirmshaming,"No, I don't feel lucky",no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Misdirection,Trick Questions,Compare at,compare at,407,Compare at,compare at
Social Proof,Activity Notifications,"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",james in cashion oklahoma just bought glossy black brick geode amber gradient fast lanes,44,"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",james in cashion oklahoma just bought glossy black brick geode amber gradient fast lanes
Social Proof,Activity Notifications,"Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.",someone from menlo park california just purchase electric skateboard motor <num> <num> kv,246,"Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.",someone from menlo park california just purchase electric skateboard motor <num> <num> kv
Social Proof,Activity Notifications,6 customers have this in their basket,<num> customers have this in their basket,9,6 customers have this in their basket,<num> customers have this in their basket
Misdirection,Confirmshaming,"No thanks, I’d rather pay more",no thanks i d rather pay more,267,"No thanks, I’d rather pay more",no thanks i d rather pay more
Misdirection,Pressured Selling,Recommended option selected (you can modify later).,recommended option selected you can modify later,345,Recommended option selected (you can modify later).,recommended option selected you can modify later
Social Proof,Activity Notifications,"BERNARD in Philadelphia, United States purchased a",bernard in philadelphia united states purchase a,157,"BERNARD in Philadelphia, United States purchased a",bernard in philadelphia united states purchase a
Social Proof,Activity Notifications,RECENTLY VIEWED 2 others viewed this in the last few hours,recently view <num> others view this in the last few hours,86,RECENTLY VIEWED 2 others viewed this in the last few hours,recently view <num> others view this in the last few hours
Social Proof,Activity Notifications,210+ bought,<num> bought,5,143 BOUGHT,<num> bought
Misdirection,Confirmshaming,"no thanks, I'll save money another day",no thanks i ll save money another day,296,"no thanks, I'll save money another day",no thanks i ll save money another day
Misdirection,Pressured Selling,Would you like to buy more and save more?,would you like to buy more and save more,370,Would you like to buy more and save more?,would you like to buy more and save more
Misdirection,Confirmshaming,No thanks. I don’t want to save money.,no thanks i don t want to save money,270,"NO THANKS, I DON'T WANT TO SAVE MONEY",no thanks i don t want to save money
Misdirection,Pressured Selling,Competitor Price: $172.00,competitor price <num>,384,Competitor Price: $172.00,competitor price <num>
Social Proof,Activity Notifications,"BERNARD in Philadelphia, United States purchased a",bernard in philadelphia united states purchase a,157,"BERNARD in Philadelphia, United States purchased a",bernard in philadelphia united states purchase a
Social Proof,Activity Notifications,"Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash",ken in three bridges united states purchase all zebrawood olive ash,53,"Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash",ken in three bridges united states purchase all zebrawood olive ash
Social Proof,Activity Notifications,Trending Style! Sold 4 times today,trending style sold <num> times today,78,Trending Style! Sold 4 times today,trending style sold <num> times today
Social Proof,Activity Notifications,"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",someone in vancouver washington purchase a orthofeet men s orthotic insoles about <num> minutes,69,"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",someone in vancouver washington purchase a orthofeet men s orthotic insoles about <num> minutes
Misdirection,Confirmshaming,"No, I don't feel lucky.",no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Social Proof,Activity Notifications,Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES,hayden near princeton just bought cbd vegan gummies,39,Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES,hayden near princeton just bought cbd vegan gummies
