Type,predicate,String,norm_text,cluster_id,canonical_example,canonical_norm
Misdirection,Confirmshaming,"NO THANKS, I'D RATHER PAY FULL PRICE",no thanks i d rather pay full price,299,No thanks. I'd rather pay full price.,no thanks i d rather pay full price
Misdirection,Confirmshaming,"No thanks, I don't want the free gift.",no thanks i don t want the free gift,321,"No thanks, I don't want the free gift.",no thanks i don t want the free gift
Misdirection,Confirmshaming,"No thanks, I’d rather pay full price.",no thanks i d rather pay full price,299,No thanks. I'd rather pay full price.,no thanks i d rather pay full price
Misdirection,Trick Questions,Skip step appears after you click Continue,skip step appears after you click continue,554,Skip step appears after you click Continue,skip step appears after you click continue
Misdirection,Confirmshaming,"No thanks, I don't want discount",no thanks i don t want discount,317,"No thanks, I don't want discount",no thanks i don t want discount
Social Proof,Activity Notifications,Get it fast! 14 added to bag today,get it fast <num> added to bag today,237,Get it fast! 14 added to bag today,get it fast <num> added to bag today
Social Proof,Activity Notifications,"Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago",ashley in auburn united states purchase a check plz iphone x xs case about <num> minutes ago,294,"Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago",ashley in auburn united states purchase a check plz iphone x xs case about <num> minutes ago
Misdirection,Pressured Selling,Default plan set to Business for a better experience,default plan set to business for a better experience,542,Default plan set to Business for a better experience,default plan set to business for a better experience
Social Proof,Activity Notifications,64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,<num> users bought this product touch the set - touch xl touchup makeup mirror bundle,275,64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,<num> users bought this product touch the set - touch xl touchup makeup mirror bundle
Social Proof,Activity Notifications,Your neighbors in your city just ordered this,your neighbors in your city just ordered this,256,Your neighbors in your city just ordered this,your neighbors in your city just ordered this
Social Proof,Activity Notifications,7 people have it in their cart,<num> person have it in their cart,170,7 people have it in their cart,<num> person have it in their cart
Social Proof,Activity Notifications,This is in 5 other carts.,this is in <num> other carts,121,This is in 5 other carts.,this is in <num> other carts
Social Proof,Activity Notifications,"Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch",someone from osijek croatia just bought tmc cp style single pistol pouch,134,"Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch",someone from osijek croatia just bought tmc cp style single pistol pouch
Social Proof,Activity Notifications,Frequently bought together by 97 plus customers,frequently bought together by <num> plus customers,15,Frequently bought together by 30 plus customers,frequently bought together by <num> plus customers
Social Proof,Activity Notifications,Most picked in the last 3 hours,most picked in the last <num> hours,85,Most picked in the last 3 hours,most picked in the last <num> hours
Misdirection,Trick Questions,We will keep your preferences cookies required if you hit Subscribe,we will keep your preferences cookies required if you hit subscribe,587,We will keep your preferences cookies required if you hit Subscribe,we will keep your preferences cookies required if you hit subscribe
Social Proof,Activity Notifications,"Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",someone in shelby twp united states just bought galaxy note <num> <num> mah zeroshock battery case <num> days ago,98,"Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",someone in shelby twp united states just bought galaxy note <num> <num> mah zeroshock battery case <num> days ago
Misdirection,Trick Questions,Almost there confirm details to receive exclusive access,almost there confirm details to receive exclusive access,621,Almost there confirm details to receive exclusive access,almost there confirm details to receive exclusive access
Social Proof,Activity Notifications,"Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago",chelsea in burlington wisconsin bought take out the boat jumpsuit blackabout <num> minutes ago,287,"Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago",chelsea in burlington wisconsin bought take out the boat jumpsuit blackabout <num> minutes ago
Misdirection,Pressured Selling,FOR THE ULTIMATE EXPERIENCE: (Can select more than one),for the ultimate experience can select more than one,516,FOR THE ULTIMATE EXPERIENCE: (Can select more than one),for the ultimate experience can select more than one
Misdirection,Confirmshaming,"No Thanks, I Don't Want a Free Gift",no thanks i don t want a free gift,314,"No thanks, I don't want a free gift.",no thanks i don t want a free gift
Social Proof,Activity Notifications,"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago",grace from orlando united states bought camouflage jumpsuit <num> minutes ago,19,"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago",grace from orlando united states bought camouflage jumpsuit <num> minutes ago
Social Proof,Activity Notifications,2 customers recently bought it,<num> customers recent bought it,205,2 customers recently bought it,<num> customers recent bought it
Social Proof,Activity Notifications,Currently 76 people have this in their carts,currently <num> person have this in their carts,10,Currently 46 people have this in their carts,currently <num> person have this in their carts
Social Proof,Activity Notifications,Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago,someone in louisville kentucky united states purchase gold presidential bracelet with watch buckle <num> hours ago,126,Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago,someone in louisville kentucky united states purchase gold presidential bracelet with watch buckle <num> hours ago
Misdirection,Pressured Selling,"Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*",nice choice did you know you re missing out on these deals with the item in your cart suit shirt tie now <num> - shop suits shirts and ties or get <num> suit packages for <num>,523,"Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*",nice choice did you know you re missing out on these deals with the item in your cart suit shirt tie now <num> - shop suits shirts and ties or get <num> suit packages for <num>
